horizon,location,output_type,output_type_id,reference_date,target,target_end_date,value,model_id
2,48,quantile,0.025,2025-01-04,wk inc flu hosp,2025-01-18,1327.0,FluSight-baseline
2,48,quantile,0.05,2025-01-04,wk inc flu hosp,2025-01-18,1460.0,FluSight-baseline
2,48,quantile,0.1,2025-01-04,wk inc flu hosp,2025-01-18,1589.0,FluSight-baseline
2,48,quantile,0.15,2025-01-04,wk inc flu hosp,2025-01-18,1681.0,FluSight-baseline
2,48,quantile,0.2,2025-01-04,wk inc flu hosp,2025-01-18,1751.0,FluSight-baseline
2,48,quantile,0.25,2025-01-04,wk inc flu hosp,2025-01-18,1805.0,FluSight-baseline
2,48,quantile,0.3,2025-01-04,wk inc flu hosp,2025-01-18,1847.0,FluSight-baseline
2,48,quantile,0.35,2025-01-04,wk inc flu hosp,2025-01-18,1884.0,FluSight-baseline
2,48,quantile,0.4,2025-01-04,wk inc flu hosp,2025-01-18,1920.0,FluSight-baseline
2,48,quantile,0.45,2025-01-04,wk inc flu hosp,2025-01-18,1949.0,FluSight-baseline
2,48,quantile,0.5,2025-01-04,wk inc flu hosp,2025-01-18,1974.0,FluSight-baseline
2,48,quantile,0.55,2025-01-04,wk inc flu hosp,2025-01-18,1999.0,FluSight-baseline
2,48,quantile,0.6,2025-01-04,wk inc flu hosp,2025-01-18,2029.0,FluSight-baseline
2,48,quantile,0.65,2025-01-04,wk inc flu hosp,2025-01-18,2065.0,FluSight-baseline
2,48,quantile,0.7,2025-01-04,wk inc flu hosp,2025-01-18,2101.0,FluSight-baseline
2,48,quantile,0.75,2025-01-04,wk inc flu hosp,2025-01-18,2144.0,FluSight-baseline
2,48,quantile,0.8,2025-01-04,wk inc flu hosp,2025-01-18,2199.0,FluSight-baseline
2,48,quantile,0.85,2025-01-04,wk inc flu hosp,2025-01-18,2268.0,FluSight-baseline
2,48,quantile,0.9,2025-01-04,wk inc flu hosp,2025-01-18,2359.0,FluSight-baseline
2,48,quantile,0.95,2025-01-04,wk inc flu hosp,2025-01-18,2490.0,FluSight-baseline
2,48,quantile,0.975,2025-01-04,wk inc flu hosp,2025-01-18,2620.0,FluSight-baseline
2,48,quantile,0.99,2025-01-04,wk inc flu hosp,2025-01-18,2777.0,FluSight-baseline
3,48,quantile,0.01,2025-01-04,wk inc flu hosp,2025-01-25,1068.0,FluSight-baseline
3,48,quantile,0.025,2025-01-04,wk inc flu hosp,2025-01-25,1232.0,FluSight-baseline
3,48,quantile,0.05,2025-01-04,wk inc flu hosp,2025-01-25,1378.0,FluSight-baseline
3,48,quantile,0.1,2025-01-04,wk inc flu hosp,2025-01-25,1531.0,FluSight-baseline
3,48,quantile,0.15,2025-01-04,wk inc flu hosp,2025-01-25,1626.0,FluSight-baseline
3,48,quantile,0.2,2025-01-04,wk inc flu hosp,2025-01-25,1703.0,FluSight-baseline
3,48,quantile,0.25,2025-01-04,wk inc flu hosp,2025-01-25,1765.0,FluSight-baseline
3,48,quantile,0.3,2025-01-04,wk inc flu hosp,2025-01-25,1817.0,FluSight-baseline
3,48,quantile,0.35,2025-01-04,wk inc flu hosp,2025-01-25,1861.0,FluSight-baseline
3,48,quantile,0.4,2025-01-04,wk inc flu hosp,2025-01-25,1901.0,FluSight-baseline
3,48,quantile,0.45,2025-01-04,wk inc flu hosp,2025-01-25,1939.0,FluSight-baseline
3,48,quantile,0.5,2025-01-04,wk inc flu hosp,2025-01-25,1974.0,FluSight-baseline
3,48,quantile,0.55,2025-01-04,wk inc flu hosp,2025-01-25,2009.0,FluSight-baseline
3,48,quantile,0.6,2025-01-04,wk inc flu hosp,2025-01-25,2047.0,FluSight-baseline
3,48,quantile,0.65,2025-01-04,wk inc flu hosp,2025-01-25,2087.0,FluSight-baseline
3,48,quantile,0.7,2025-01-04,wk inc flu hosp,2025-01-25,2132.0,FluSight-baseline
3,48,quantile,0.75,2025-01-04,wk inc flu hosp,2025-01-25,2183.0,FluSight-baseline
3,48,quantile,0.8,2025-01-04,wk inc flu hosp,2025-01-25,2244.0,FluSight-baseline
3,48,quantile,0.85,2025-01-04,wk inc flu hosp,2025-01-25,2322.0,FluSight-baseline
3,48,quantile,0.9,2025-01-04,wk inc flu hosp,2025-01-25,2416.0,FluSight-baseline
3,48,quantile,0.95,2025-01-04,wk inc flu hosp,2025-01-25,2566.0,FluSight-baseline
3,48,quantile,0.975,2025-01-04,wk inc flu hosp,2025-01-25,2712.0,FluSight-baseline
3,48,quantile,0.99,2025-01-04,wk inc flu hosp,2025-01-25,2885.0,FluSight-baseline
0,48,quantile,0.01,2025-01-11,wk inc flu hosp,2025-01-11,1916.0,FluSight-baseline
0,48,quantile,0.025,2025-01-11,wk inc flu hosp,2025-01-11,1994.0,FluSight-baseline
0,48,quantile,0.05,2025-01-11,wk inc flu hosp,2025-01-11,2035.0,FluSight-baseline
0,48,quantile,0.1,2025-01-11,wk inc flu hosp,2025-01-11,2225.0,FluSight-baseline
0,48,quantile,0.15,2025-01-11,wk inc flu hosp,2025-01-11,2276.0,FluSight-baseline
0,48,quantile,0.2,2025-01-11,wk inc flu hosp,2025-01-11,2310.0,FluSight-baseline
0,48,quantile,0.25,2025-01-11,wk inc flu hosp,2025-01-11,2352.0,FluSight-baseline
0,48,quantile,0.3,2025-01-11,wk inc flu hosp,2025-01-11,2378.0,FluSight-baseline
0,48,quantile,0.35,2025-01-11,wk inc flu hosp,2025-01-11,2386.0,FluSight-baseline
0,48,quantile,0.4,2025-01-11,wk inc flu hosp,2025-01-11,2393.0,FluSight-baseline
0,48,quantile,0.45,2025-01-11,wk inc flu hosp,2025-01-11,2399.0,FluSight-baseline
0,48,quantile,0.5,2025-01-11,wk inc flu hosp,2025-01-11,2406.0,FluSight-baseline
0,48,quantile,0.55,2025-01-11,wk inc flu hosp,2025-01-11,2413.0,FluSight-baseline
0,48,quantile,0.6,2025-01-11,wk inc flu hosp,2025-01-11,2419.0,FluSight-baseline
0,48,quantile,0.65,2025-01-11,wk inc flu hosp,2025-01-11,2426.0,FluSight-baseline
0,48,quantile,0.7,2025-01-11,wk inc flu hosp,2025-01-11,2434.0,FluSight-baseline
0,48,quantile,0.75,2025-01-11,wk inc flu hosp,2025-01-11,2460.0,FluSight-baseline
0,48,quantile,0.8,2025-01-11,wk inc flu hosp,2025-01-11,2502.0,FluSight-baseline
0,48,quantile,0.85,2025-01-11,wk inc flu hosp,2025-01-11,2536.0,FluSight-baseline
0,48,quantile,0.9,2025-01-11,wk inc flu hosp,2025-01-11,2587.0,FluSight-baseline
0,48,quantile,0.95,2025-01-11,wk inc flu hosp,2025-01-11,2777.0,FluSight-baseline
0,48,quantile,0.975,2025-01-11,wk inc flu hosp,2025-01-11,2818.0,FluSight-baseline
0,48,quantile,0.99,2025-01-11,wk inc flu hosp,2025-01-11,2896.0,FluSight-baseline
1,48,quantile,0.01,2025-01-11,wk inc flu hosp,2025-01-18,1699.0,FluSight-baseline
1,48,quantile,0.025,2025-01-11,wk inc flu hosp,2025-01-18,1860.0,FluSight-baseline
1,48,quantile,0.05,2025-01-11,wk inc flu hosp,2025-01-18,1970.0,FluSight-baseline
1,48,quantile,0.1,2025-01-11,wk inc flu hosp,2025-01-18,2080.0,FluSight-baseline
1,48,quantile,0.15,2025-01-11,wk inc flu hosp,2025-01-18,2175.0,FluSight-baseline
1,48,quantile,0.2,2025-01-11,wk inc flu hosp,2025-01-18,2240.0,FluSight-baseline
1,48,quantile,0.25,2025-01-11,wk inc flu hosp,2025-01-18,2280.0,FluSight-baseline
1,48,quantile,0.3,2025-01-11,wk inc flu hosp,2025-01-18,2313.0,FluSight-baseline
1,48,quantile,0.35,2025-01-11,wk inc flu hosp,2025-01-18,2347.0,FluSight-baseline
1,48,quantile,0.4,2025-01-11,wk inc flu hosp,2025-01-18,2373.0,FluSight-baseline
1,48,quantile,0.45,2025-01-11,wk inc flu hosp,2025-01-18,2391.0,FluSight-baseline
1,48,quantile,0.5,2025-01-11,wk inc flu hosp,2025-01-18,2406.0,FluSight-baseline
1,48,quantile,0.55,2025-01-11,wk inc flu hosp,2025-01-18,2421.0,FluSight-baseline
1,48,quantile,0.6,2025-01-11,wk inc flu hosp,2025-01-18,2438.0,FluSight-baseline
1,48,quantile,0.65,2025-01-11,wk inc flu hosp,2025-01-18,2464.0,FluSight-baseline
1,48,quantile,0.7,2025-01-11,wk inc flu hosp,2025-01-18,2499.0,FluSight-baseline
1,48,quantile,0.75,2025-01-11,wk inc flu hosp,2025-01-18,2532.0,FluSight-baseline
1,48,quantile,0.8,2025-01-11,wk inc flu hosp,2025-01-18,2574.0,FluSight-baseline
1,48,quantile,0.85,2025-01-11,wk inc flu hosp,2025-01-18,2636.0,FluSight-baseline
1,48,quantile,0.9,2025-01-11,wk inc flu hosp,2025-01-18,2734.0,FluSight-baseline
1,48,quantile,0.95,2025-01-11,wk inc flu hosp,2025-01-18,2843.0,FluSight-baseline
1,48,quantile,0.975,2025-01-11,wk inc flu hosp,2025-01-18,2953.0,FluSight-baseline
1,48,quantile,0.99,2025-01-11,wk inc flu hosp,2025-01-18,3113.0,FluSight-baseline
2,48,quantile,0.01,2025-01-11,wk inc flu hosp,2025-01-25,1581.0,FluSight-baseline
2,48,quantile,0.025,2025-01-11,wk inc flu hosp,2025-01-25,1746.0,FluSight-baseline
2,48,quantile,0.05,2025-01-11,wk inc flu hosp,2025-01-25,1879.0,FluSight-baseline
2,48,quantile,0.1,2025-01-11,wk inc flu hosp,2025-01-25,2011.0,FluSight-baseline
2,48,quantile,0.15,2025-01-11,wk inc flu hosp,2025-01-25,2103.0,FluSight-baseline
2,48,quantile,0.2,2025-01-11,wk inc flu hosp,2025-01-25,2175.0,FluSight-baseline
2,48,quantile,0.25,2025-01-11,wk inc flu hosp,2025-01-25,2232.0,FluSight-baseline
2,48,quantile,0.3,2025-01-11,wk inc flu hosp,2025-01-25,2275.0,FluSight-baseline
2,48,quantile,0.35,2025-01-11,wk inc flu hosp,2025-01-25,2313.0,FluSight-baseline
2,48,quantile,0.4,2025-01-11,wk inc flu hosp,2025-01-25,2349.0,FluSight-baseline
2,48,quantile,0.45,2025-01-11,wk inc flu hosp,2025-01-25,2379.0,FluSight-baseline
2,48,quantile,0.5,2025-01-11,wk inc flu hosp,2025-01-25,2406.0,FluSight-baseline
2,48,quantile,0.55,2025-01-11,wk inc flu hosp,2025-01-25,2432.0,FluSight-baseline
2,48,quantile,0.6,2025-01-11,wk inc flu hosp,2025-01-25,2463.0,FluSight-baseline
2,48,quantile,0.65,2025-01-11,wk inc flu hosp,2025-01-25,2499.0,FluSight-baseline
2,48,quantile,0.7,2025-01-11,wk inc flu hosp,2025-01-25,2537.0,FluSight-baseline
2,48,quantile,0.75,2025-01-11,wk inc flu hosp,2025-01-25,2581.0,FluSight-baseline
2,48,quantile,0.8,2025-01-11,wk inc flu hosp,2025-01-25,2637.0,FluSight-baseline
2,48,quantile,0.85,2025-01-11,wk inc flu hosp,2025-01-25,2710.0,FluSight-baseline
2,48,quantile,0.9,2025-01-11,wk inc flu hosp,2025-01-25,2800.0,FluSight-baseline
2,48,quantile,0.95,2025-01-11,wk inc flu hosp,2025-01-25,2931.0,FluSight-baseline
2,48,quantile,0.975,2025-01-11,wk inc flu hosp,2025-01-25,3067.0,FluSight-baseline
2,48,quantile,0.99,2025-01-11,wk inc flu hosp,2025-01-25,3225.0,FluSight-baseline
3,48,quantile,0.01,2025-01-11,wk inc flu hosp,2025-02-01,1477.0,FluSight-baseline
3,48,quantile,0.025,2025-01-11,wk inc flu hosp,2025-02-01,1648.0,FluSight-baseline
3,48,quantile,0.05,2025-01-11,wk inc flu hosp,2025-02-01,1797.0,FluSight-baseline
3,48,quantile,0.1,2025-01-11,wk inc flu hosp,2025-02-01,1953.0,FluSight-baseline
3,48,quantile,0.15,2025-01-11,wk inc flu hosp,2025-02-01,2049.0,FluSight-baseline
3,48,quantile,0.2,2025-01-11,wk inc flu hosp,2025-02-01,2127.0,FluSight-baseline
3,48,quantile,0.25,2025-01-11,wk inc flu hosp,2025-02-01,2190.0,FluSight-baseline
3,48,quantile,0.3,2025-01-11,wk inc flu hosp,2025-02-01,2244.0,FluSight-baseline
3,48,quantile,0.35,2025-01-11,wk inc flu hosp,2025-02-01,2289.0,FluSight-baseline
3,48,quantile,0.4,2025-01-11,wk inc flu hosp,2025-02-01,2331.0,FluSight-baseline
3,48,quantile,0.45,2025-01-11,wk inc flu hosp,2025-02-01,2370.0,FluSight-baseline
3,48,quantile,0.5,2025-01-11,wk inc flu hosp,2025-02-01,2406.0,FluSight-baseline
3,48,quantile,0.55,2025-01-11,wk inc flu hosp,2025-02-01,2442.0,FluSight-baseline
3,48,quantile,0.6,2025-01-11,wk inc flu hosp,2025-02-01,2481.0,FluSight-baseline
3,48,quantile,0.65,2025-01-11,wk inc flu hosp,2025-02-01,2524.0,FluSight-baseline
3,48,quantile,0.7,2025-01-11,wk inc flu hosp,2025-02-01,2571.0,FluSight-baseline
3,48,quantile,0.75,2025-01-11,wk inc flu hosp,2025-02-01,2624.0,FluSight-baseline
3,48,quantile,0.8,2025-01-11,wk inc flu hosp,2025-02-01,2687.0,FluSight-baseline
3,48,quantile,0.85,2025-01-11,wk inc flu hosp,2025-02-01,2764.0,FluSight-baseline
3,48,quantile,0.9,2025-01-11,wk inc flu hosp,2025-02-01,2860.0,FluSight-baseline
3,48,quantile,0.95,2025-01-11,wk inc flu hosp,2025-02-01,3015.0,FluSight-baseline
3,48,quantile,0.975,2025-01-11,wk inc flu hosp,2025-02-01,3162.0,FluSight-baseline
3,48,quantile,0.99,2025-01-11,wk inc flu hosp,2025-02-01,3326.0,FluSight-baseline
0,48,quantile,0.01,2025-01-18,wk inc flu hosp,2025-01-18,1403.0,FluSight-baseline
0,48,quantile,0.025,2025-01-18,wk inc flu hosp,2025-01-18,1498.0,FluSight-baseline
0,48,quantile,0.05,2025-01-18,wk inc flu hosp,2025-01-18,1583.0,FluSight-baseline
0,48,quantile,0.1,2025-01-18,wk inc flu hosp,2025-01-18,1774.0,FluSight-baseline
0,48,quantile,0.15,2025-01-18,wk inc flu hosp,2025-01-18,1827.0,FluSight-baseline
0,48,quantile,0.2,2025-01-18,wk inc flu hosp,2025-01-18,1861.0,FluSight-baseline
0,48,quantile,0.25,2025-01-18,wk inc flu hosp,2025-01-18,1901.0,FluSight-baseline
0,48,quantile,0.3,2025-01-18,wk inc flu hosp,2025-01-18,1931.0,FluSight-baseline
0,48,quantile,0.35,2025-01-18,wk inc flu hosp,2025-01-18,1938.0,FluSight-baseline
0,48,quantile,0.4,2025-01-18,wk inc flu hosp,2025-01-18,1946.0,FluSight-baseline
0,48,quantile,0.45,2025-01-18,wk inc flu hosp,2025-01-18,1952.0,FluSight-baseline
0,48,quantile,0.5,2025-01-18,wk inc flu hosp,2025-01-18,1959.0,FluSight-baseline
0,48,quantile,0.55,2025-01-18,wk inc flu hosp,2025-01-18,1966.0,FluSight-baseline
0,48,quantile,0.6,2025-01-18,wk inc flu hosp,2025-01-18,1972.0,FluSight-baseline
0,48,quantile,0.65,2025-01-18,wk inc flu hosp,2025-01-18,1980.0,FluSight-baseline
0,48,quantile,0.7,2025-01-18,wk inc flu hosp,2025-01-18,1987.0,FluSight-baseline
0,48,quantile,0.75,2025-01-18,wk inc flu hosp,2025-01-18,2017.0,FluSight-baseline
0,48,quantile,0.8,2025-01-18,wk inc flu hosp,2025-01-18,2057.0,FluSight-baseline
0,48,quantile,0.85,2025-01-18,wk inc flu hosp,2025-01-18,2091.0,FluSight-baseline
0,48,quantile,0.9,2025-01-18,wk inc flu hosp,2025-01-18,2144.0,FluSight-baseline
0,48,quantile,0.95,2025-01-18,wk inc flu hosp,2025-01-18,2335.0,FluSight-baseline
0,48,quantile,0.975,2025-01-18,wk inc flu hosp,2025-01-18,2420.0,FluSight-baseline
0,48,quantile,0.99,2025-01-18,wk inc flu hosp,2025-01-18,2515.0,FluSight-baseline
1,48,quantile,0.01,2025-01-18,wk inc flu hosp,2025-01-25,1221.0,FluSight-baseline
1,48,quantile,0.025,2025-01-18,wk inc flu hosp,2025-01-25,1375.0,FluSight-baseline
1,48,quantile,0.05,2025-01-18,wk inc flu hosp,2025-01-25,1488.0,FluSight-baseline
1,48,quantile,0.1,2025-01-18,wk inc flu hosp,2025-01-25,1610.0,FluSight-baseline
1,48,quantile,0.15,2025-01-18,wk inc flu hosp,2025-01-25,1717.0,FluSight-baseline
1,48,quantile,0.2,2025-01-18,wk inc flu hosp,2025-01-25,1787.0,FluSight-baseline
1,48,quantile,0.25,2025-01-18,wk inc flu hosp,2025-01-25,1829.0,FluSight-baseline
1,48,quantile,0.3,2025-01-18,wk inc flu hosp,2025-01-25,1863.0,FluSight-baseline
1,48,quantile,0.35,2025-01-18,wk inc flu hosp,2025-01-25,1897.0,FluSight-baseline
1,48,quantile,0.4,2025-01-18,wk inc flu hosp,2025-01-25,1925.0,FluSight-baseline
1,48,quantile,0.45,2025-01-18,wk inc flu hosp,2025-01-25,1944.0,FluSight-baseline
1,48,quantile,0.5,2025-01-18,wk inc flu hosp,2025-01-25,1959.0,FluSight-baseline
1,48,quantile,0.55,2025-01-18,wk inc flu hosp,2025-01-25,1974.0,FluSight-baseline
1,48,quantile,0.6,2025-01-18,wk inc flu hosp,2025-01-25,1993.0,FluSight-baseline
1,48,quantile,0.65,2025-01-18,wk inc flu hosp,2025-01-25,2021.0,FluSight-baseline
1,48,quantile,0.7,2025-01-18,wk inc flu hosp,2025-01-25,2055.0,FluSight-baseline
1,48,quantile,0.75,2025-01-18,wk inc flu hosp,2025-01-25,2090.0,FluSight-baseline
1,48,quantile,0.8,2025-01-18,wk inc flu hosp,2025-01-25,2132.0,FluSight-baseline
1,48,quantile,0.85,2025-01-18,wk inc flu hosp,2025-01-25,2200.0,FluSight-baseline
1,48,quantile,0.9,2025-01-18,wk inc flu hosp,2025-01-25,2307.0,FluSight-baseline
1,48,quantile,0.95,2025-01-18,wk inc flu hosp,2025-01-25,2431.0,FluSight-baseline
1,48,quantile,0.975,2025-01-18,wk inc flu hosp,2025-01-25,2541.0,FluSight-baseline
1,48,quantile,0.99,2025-01-18,wk inc flu hosp,2025-01-25,2696.0,FluSight-baseline
2,48,quantile,0.01,2025-01-18,wk inc flu hosp,2025-02-01,1097.0,FluSight-baseline
2,48,quantile,0.025,2025-01-18,wk inc flu hosp,2025-02-01,1261.0,FluSight-baseline
2,48,quantile,0.05,2025-01-18,wk inc flu hosp,2025-02-01,1399.0,FluSight-baseline
2,48,quantile,0.1,2025-01-18,wk inc flu hosp,2025-02-01,1540.0,FluSight-baseline
2,48,quantile,0.15,2025-01-18,wk inc flu hosp,2025-02-01,1636.0,FluSight-baseline
2,48,quantile,0.2,2025-01-18,wk inc flu hosp,2025-02-01,1715.0,FluSight-baseline
2,48,quantile,0.25,2025-01-18,wk inc flu hosp,2025-02-01,1775.0,FluSight-baseline
2,48,quantile,0.3,2025-01-18,wk inc flu hosp,2025-02-01,1823.0,FluSight-baseline
2,48,quantile,0.35,2025-01-18,wk inc flu hosp,2025-02-01,1863.0,FluSight-baseline
2,48,quantile,0.4,2025-01-18,wk inc flu hosp,2025-02-01,1900.0,FluSight-baseline
2,48,quantile,0.45,2025-01-18,wk inc flu hosp,2025-02-01,1932.0,FluSight-baseline
2,48,quantile,0.5,2025-01-18,wk inc flu hosp,2025-02-01,1959.0,FluSight-baseline
2,48,quantile,0.55,2025-01-18,wk inc flu hosp,2025-02-01,1986.0,FluSight-baseline
2,48,quantile,0.6,2025-01-18,wk inc flu hosp,2025-02-01,2019.0,FluSight-baseline
2,48,quantile,0.65,2025-01-18,wk inc flu hosp,2025-02-01,2056.0,FluSight-baseline
2,48,quantile,0.7,2025-01-18,wk inc flu hosp,2025-02-01,2095.0,FluSight-baseline
2,48,quantile,0.75,2025-01-18,wk inc flu hosp,2025-02-01,2142.0,FluSight-baseline
2,48,quantile,0.8,2025-01-18,wk inc flu hosp,2025-02-01,2205.0,FluSight-baseline
2,48,quantile,0.85,2025-01-18,wk inc flu hosp,2025-02-01,2283.0,FluSight-baseline
2,48,quantile,0.9,2025-01-18,wk inc flu hosp,2025-02-01,2379.0,FluSight-baseline
2,48,quantile,0.95,2025-01-18,wk inc flu hosp,2025-02-01,2521.0,FluSight-baseline
2,48,quantile,0.975,2025-01-18,wk inc flu hosp,2025-02-01,2660.0,FluSight-baseline
2,48,quantile,0.99,2025-01-18,wk inc flu hosp,2025-02-01,2818.0,FluSight-baseline
3,48,quantile,0.01,2025-01-18,wk inc flu hosp,2025-02-08,992.0,FluSight-baseline
3,48,quantile,0.025,2025-01-18,wk inc flu hosp,2025-02-08,1162.0,FluSight-baseline
3,48,quantile,0.05,2025-01-18,wk inc flu hosp,2025-02-08,1316.0,FluSight-baseline
3,48,quantile,0.1,2025-01-18,wk inc flu hosp,2025-02-08,1478.0,FluSight-baseline
3,48,quantile,0.15,2025-01-18,wk inc flu hosp,2025-02-08,1581.0,FluSight-baseline
3,48,quantile,0.2,2025-01-18,wk inc flu hosp,2025-02-08,1664.0,FluSight-baseline
3,48,quantile,0.25,2025-01-18,wk inc flu hosp,2025-02-08,1731.0,FluSight-baseline
3,48,quantile,0.3,2025-01-18,wk inc flu hosp,2025-02-08,1789.0,FluSight-baseline
3,48,quantile,0.35,2025-01-18,wk inc flu hosp,2025-02-08,1838.0,FluSight-baseline
3,48,quantile,0.4,2025-01-18,wk inc flu hosp,2025-02-08,1882.0,FluSight-baseline
3,48,quantile,0.45,2025-01-18,wk inc flu hosp,2025-02-08,1921.0,FluSight-baseline
3,48,quantile,0.5,2025-01-18,wk inc flu hosp,2025-02-08,1959.0,FluSight-baseline
3,48,quantile,0.55,2025-01-18,wk inc flu hosp,2025-02-08,1996.0,FluSight-baseline
3,48,quantile,0.6,2025-01-18,wk inc flu hosp,2025-02-08,2038.0,FluSight-baseline
3,48,quantile,0.65,2025-01-18,wk inc flu hosp,2025-02-08,2083.0,FluSight-baseline
3,48,quantile,0.7,2025-01-18,wk inc flu hosp,2025-02-08,2132.0,FluSight-baseline
3,48,quantile,0.75,2025-01-18,wk inc flu hosp,2025-02-08,2190.0,FluSight-baseline
3,48,quantile,0.8,2025-01-18,wk inc flu hosp,2025-02-08,2257.0,FluSight-baseline
3,48,quantile,0.85,2025-01-18,wk inc flu hosp,2025-02-08,2340.0,FluSight-baseline
3,48,quantile,0.9,2025-01-18,wk inc flu hosp,2025-02-08,2443.0,FluSight-baseline
3,48,quantile,0.95,2025-01-18,wk inc flu hosp,2025-02-08,2604.0,FluSight-baseline
3,48,quantile,0.975,2025-01-18,wk inc flu hosp,2025-02-08,2752.0,FluSight-baseline
3,48,quantile,0.99,2025-01-18,wk inc flu hosp,2025-02-08,2929.0,FluSight-baseline
0,48,quantile,0.01,2025-02-01,wk inc flu hosp,2025-02-01,2094.0,FluSight-baseline
0,48,quantile,0.025,2025-02-01,wk inc flu hosp,2025-02-01,2138.0,FluSight-baseline
0,48,quantile,0.05,2025-02-01,wk inc flu hosp,2025-02-01,2219.0,FluSight-baseline
0,48,quantile,0.1,2025-02-01,wk inc flu hosp,2025-02-01,2408.0,FluSight-baseline
0,48,quantile,0.15,2025-02-01,wk inc flu hosp,2025-02-01,2458.0,FluSight-baseline
0,48,quantile,0.2,2025-02-01,wk inc flu hosp,2025-02-01,2498.0,FluSight-baseline
0,48,quantile,0.25,2025-02-01,wk inc flu hosp,2025-02-01,2532.0,FluSight-baseline
0,48,quantile,0.3,2025-02-01,wk inc flu hosp,2025-02-01,2568.0,FluSight-baseline
0,48,quantile,0.35,2025-02-01,wk inc flu hosp,2025-02-01,2575.0,FluSight-baseline
0,48,quantile,0.4,2025-02-01,wk inc flu hosp,2025-02-01,2583.0,FluSight-baseline
0,48,quantile,0.45,2025-02-01,wk inc flu hosp,2025-02-01,2589.0,FluSight-baseline
0,48,quantile,0.5,2025-02-01,wk inc flu hosp,2025-02-01,2597.0,FluSight-baseline
0,48,quantile,0.55,2025-02-01,wk inc flu hosp,2025-02-01,2605.0,FluSight-baseline
0,48,quantile,0.6,2025-02-01,wk inc flu hosp,2025-02-01,2611.0,FluSight-baseline
0,48,quantile,0.65,2025-02-01,wk inc flu hosp,2025-02-01,2619.0,FluSight-baseline
0,48,quantile,0.7,2025-02-01,wk inc flu hosp,2025-02-01,2626.0,FluSight-baseline
0,48,quantile,0.75,2025-02-01,wk inc flu hosp,2025-02-01,2662.0,FluSight-baseline
0,48,quantile,0.8,2025-02-01,wk inc flu hosp,2025-02-01,2696.0,FluSight-baseline
0,48,quantile,0.85,2025-02-01,wk inc flu hosp,2025-02-01,2736.0,FluSight-baseline
0,48,quantile,0.9,2025-02-01,wk inc flu hosp,2025-02-01,2786.0,FluSight-baseline
0,48,quantile,0.95,2025-02-01,wk inc flu hosp,2025-02-01,2975.0,FluSight-baseline
0,48,quantile,0.975,2025-02-01,wk inc flu hosp,2025-02-01,3056.0,FluSight-baseline
0,48,quantile,0.99,2025-02-01,wk inc flu hosp,2025-02-01,3100.0,FluSight-baseline
1,48,quantile,0.01,2025-02-01,wk inc flu hosp,2025-02-08,1863.0,FluSight-baseline
1,48,quantile,0.025,2025-02-01,wk inc flu hosp,2025-02-08,2024.0,FluSight-baseline
1,48,quantile,0.05,2025-02-01,wk inc flu hosp,2025-02-08,2127.0,FluSight-baseline
1,48,quantile,0.1,2025-02-01,wk inc flu hosp,2025-02-08,2238.0,FluSight-baseline
1,48,quantile,0.15,2025-02-01,wk inc flu hosp,2025-02-08,2347.0,FluSight-baseline
1,48,quantile,0.2,2025-02-01,wk inc flu hosp,2025-02-08,2417.0,FluSight-baseline
1,48,quantile,0.25,2025-02-01,wk inc flu hosp,2025-02-08,2462.0,FluSight-baseline
1,48,quantile,0.3,2025-02-01,wk inc flu hosp,2025-02-08,2499.0,FluSight-baseline
1,48,quantile,0.35,2025-02-01,wk inc flu hosp,2025-02-08,2534.0,FluSight-baseline
1,48,quantile,0.4,2025-02-01,wk inc flu hosp,2025-02-08,2562.0,FluSight-baseline
1,48,quantile,0.45,2025-02-01,wk inc flu hosp,2025-02-08,2581.0,FluSight-baseline
1,48,quantile,0.5,2025-02-01,wk inc flu hosp,2025-02-08,2597.0,FluSight-baseline
1,48,quantile,0.55,2025-02-01,wk inc flu hosp,2025-02-08,2613.0,FluSight-baseline
1,48,quantile,0.6,2025-02-01,wk inc flu hosp,2025-02-08,2632.0,FluSight-baseline
1,48,quantile,0.65,2025-02-01,wk inc flu hosp,2025-02-08,2662.0,FluSight-baseline
1,48,quantile,0.7,2025-02-01,wk inc flu hosp,2025-02-08,2696.0,FluSight-baseline
1,48,quantile,0.75,2025-02-01,wk inc flu hosp,2025-02-08,2732.0,FluSight-baseline
1,48,quantile,0.8,2025-02-01,wk inc flu hosp,2025-02-08,2777.0,FluSight-baseline
1,48,quantile,0.85,2025-02-01,wk inc flu hosp,2025-02-08,2847.0,FluSight-baseline
1,48,quantile,0.9,2025-02-01,wk inc flu hosp,2025-02-08,2955.0,FluSight-baseline
1,48,quantile,0.95,2025-02-01,wk inc flu hosp,2025-02-08,3068.0,FluSight-baseline
1,48,quantile,0.975,2025-02-01,wk inc flu hosp,2025-02-08,3169.0,FluSight-baseline
1,48,quantile,0.99,2025-02-01,wk inc flu hosp,2025-02-08,3323.0,FluSight-baseline
2,48,quantile,0.01,2025-02-01,wk inc flu hosp,2025-02-15,1740.0,FluSight-baseline
2,48,quantile,0.025,2025-02-01,wk inc flu hosp,2025-02-15,1900.0,FluSight-baseline
2,48,quantile,0.05,2025-02-01,wk inc flu hosp,2025-02-15,2038.0,FluSight-baseline
2,48,quantile,0.1,2025-02-01,wk inc flu hosp,2025-02-15,2175.0,FluSight-baseline
